list-none-none,1,10,1,30,85333,2844
list-none-none,1,100,1,300,102781,342
list-none-none,1,1000,1,3000,3863284,1287
list-none-none,1,10000,1,30000,678053490,22601
list-none-none,1,20000,1,60000,3636391305,60606
list-none-none,2,1,1,6,99295,16549
list-none-none,2,10,1,60,82000,1366
list-none-none,2,100,1,600,213970,356
list-none-none,2,1000,1,6000,40449524,6741
list-none-none,4,1,1,12,143659,11971
list-none-none,4,10,1,120,127688,1064
list-none-none,8,1,1,24,214045,8918
list-none-none,8,10,1,240,182837,761
list-none-none,12,1,1,36,315407,8761
list-none-none,12,10,1,360,275711,765
list-i-none,2,1,1,6,99182,16530
list-i-none,2,2,1,12,103579,8631
list-i-none,2,4,1,24,95535,3980
list-i-none,2,8,1,48,80888,1685
list-i-none,2,16,1,96,85714,892
list-i-none,4,1,1,12,138471,11539
list-i-none,4,2,1,24,133049,5543
list-i-none,4,8,1,96,118385,1233
list-i-none,4,16,1,192,145740,759
list-i-none,8,1,1,24,222251,9260
list-i-none,8,4,1,96,171821,1789
list-i-none,8,8,1,192,215993,1124
list-i-none,12,1,1,36,291114,8086
list-i-none,12,4,1,144,263870,1832
list-i-none,12,8,1,288,300959,1044
list-i-none,12,16,1,576,290397,504
list-d-none,2,1,1,6,58440,9740
list-d-none,2,2,1,12,78155,6512
list-d-none,2,4,1,24,79973,3332
list-d-none,2,16,1,96,74175,772
list-d-none,4,4,1,48,128377,2674
list-d-none,4,8,1,96,133590,1391
list-d-none,4,16,1,192,145551,758
list-d-none,8,1,1,24,198396,8266
list-d-none,8,2,1,48,192639,4013
list-d-none,8,4,1,96,191681,1996
list-d-none,8,8,1,192,223856,1165
list-d-none,12,1,1,36,288243,8006
list-d-none,12,2,1,72,313690,4356
list-d-none,12,4,1,144,318158,2209
list-d-none,12,8,1,288,293436,1018
list-il-none,2,1,1,6,54835,9139
list-il-none,2,2,1,12,77627,6468
list-il-none,2,4,1,24,82896,3454
list-il-none,2,8,1,48,71467,1488
list-il-none,2,16,1,96,119390,1243
list-il-none,2,32,1,192,227331,1184
list-il-none,4,1,1,12,131006,10917
list-il-none,4,4,1,48,126521,2635
list-il-none,4,8,1,96,138876,1446
list-il-none,8,1,1,24,204037,8501
list-il-none,8,4,1,96,182240,1898
list-il-none,8,16,1,384,345701,900
list-il-none,12,1,1,36,291272,8090
list-il-none,12,2,1,72,235605,3272
list-il-none,12,4,1,144,234814,1630
list-dl-none,2,1,1,6,85941,14323
list-dl-none,2,2,1,12,85736,7144
list-dl-none,2,4,1,24,90720,3780
list-dl-none,2,8,1,48,96142,2002
list-dl-none,4,2,1,24,128069,5336
list-dl-none,4,4,1,48,115281,2401
list-dl-none,4,8,1,96,145913,1519
list-dl-none,4,16,1,192,215815,1124
list-dl-none,8,1,1,24,190633,7943
list-dl-none,8,2,1,48,229614,4783
list-dl-none,8,4,1,96,185765,1935
list-dl-none,8,8,1,192,245921,1280
list-dl-none,8,16,1,384,349425,909
list-dl-none,12,1,1,36,287005,7972
list-dl-none,12,2,1,72,274190,3808
list-i-m,12,32,1,1152,1662760,1443
list-d-m,12,32,1,1152,1977951,1716
list-il-m,12,32,1,1152,7225160,6271
list-dl-m,12,32,1,1152,7701442,6685
list-i-s,12,32,1,1152,4599149,3992
list-d-s,12,32,1,1152,3193620,2772
list-il-s,12,32,1,1152,20232109,17562
list-dl-s,12,32,1,1152,15367584,13339
list-none-none,1,1000,1,3000,3796088,1265
list-none-m,1,1000,1,3000,3825217,1275
list-none-m,2,1000,1,6000,20776802,3462
list-none-m,4,1000,1,12000,85042773,7086
list-none-m,8,1000,1,24000,436082639,18170
list-none-m,12,1000,1,36000,1050257006,29173
list-none-m,16,1000,1,48000,2073474255,43197
list-none-m,24,1000,1,72000,4437617457,61633
list-none-s,1,1000,1,3000,3845634,1281
list-none-s,2,1000,1,6000,31288395,5214
list-none-s,4,1000,1,12000,266697188,22224
list-none-s,8,1000,1,24000,764228386,31842
list-none-s,12,1000,1,36000,4935706522,137102
list-none-s,16,1000,1,48000,6136627510,127846
list-none-s,24,1000,1,72000,18935764559,262996
